1DT043, Operativsystem II, Operating Systems II, 7.5 hp
1DT632, Operativsystem MN1, Operating Systems MN1, 7.5 hp
1DT040, Operativsystem med projekt, Operating Systems with Project, 15.0 hp
1DT039, Operativsystem med projekt, Operating Systems with Project, 10.0 hp
1EI031, Operativsystem och kompilatorer, Operating Systems and Compilers, 7.5 hp
1DT089, Operativsystem och multicoreprogrammering, Operating Systems and Multicore Programming, 15.0 hp
1DT096, Operativsystem och processorienterad programmering, Operating Systems and Process-Oriented Programming, 15.0 hp
1MD101, Operatörer och användargränssnitt vid processtyrning, Human Operators and User Interface Design in Process Control, 6.0 hp
1TT475, Optimeringsmetoder, Optimization, 6.0 hp
1TD184, Optimeringsmetoder, Optimisation, 5.0 hp
1TD181, Optimeringsmetoder MN1, Optimization MN1, 7.5 hp
1TD182, Optimeringsmetoder MN2, Optimization, Second Course, 7.5 hp
1TD183, Optimeringsmetoder NV1, Optimisation NV1, 7.5 hp
1TD070, Parallell och distribuerad programmering, Parallel and Distributed Programming, 5.0 hp
1TD382, Parallellalgoritmer i vetenskapliga beräkningar, Parallell Algorithms in Computational Science, 7.5 hp
1DL103, Parallellprogrammering, Parallel Programming, 7.5 hp
1DT660, Peer-to-Peer system, Peer-to-Peer Computing, 7.5 hp
1DT047, Peer-to-Peer-system, Peer-to-Peer Computing, 7.5 hp
1MD025, Perception och visuell design, Perception and Visual Design, 5.0 hp
1MD028, Perception och visuell design, Perception and Visual Design, 15.0 hp
1DT635, Processalgebra, Process Algebra, 7.5 hp
1DT155, Processalgebra DV1, Process Algebra DV1, 6.0 hp
1DT049, Processorienterad programmering, Process-Oriented Programming, 15.0 hp
1DT083, Processorienterad programmering, Process-Oriented Programming, 15.0 hp
1IT020, Programkonstruktion, Program Design, 15.0 hp
1DL200, Programkonstruktion, Program Design, 10.0 hp
1IT021, Programkonstruktion I, Program Design I, 9.0 hp
1IT022, Programkonstruktion II, Program Design II, 7.5 hp
1DL201, Programkonstruktion och datastrukturer, Program Design and Data Structures, 20.0 hp
1DT042, Programmering, Programming, 10.0 hp
1DL560, Programmering av effektiva parallella program, Parallel Programming for Efficiency, 5.0 hp
1DT056, Programmering av inbyggda system, Programming Embedded Systems, 10.0 hp
1DT106, Programmering av inbyggda system, Programming Embedded Systems, 5.0 hp
1DT108, Programmering av inbyggda system, projekt, Programming Embedded Systems, Project, 5.0 hp
1TD480, Programmering av parallelldatorer, Programming of Parallel Computers, 10.0 hp
1TD363, Programmering av parallelldatorer HPB, Programming of Parallel Computers, 7.5 hp
1TT402, Programmering av parallelldatorer I, Programming of Parallel Computers I, 6.0 hp
1TD378, Programmering av parallelldatorer NV1, Programming of Parallel Computers NV1, 7.5 hp
1TD368, Programmering av parallelldatorer NV1, Programming of Parallel Computers NV1, 7.5 hp
1DT048, Programmering för nybörjare, Programming for Beginners, 7.5 hp
1DT657, Programmering för nybörjare, Programming for Beginners, 7.5 hp
1TD731, Programmering och beräkningsteknik för naturvetare NV1, Scientific Computing for Natural Sciences, 15.0 hp
1TD046, Programmering, bryggningskurs, Programming, Bridging Course, 10.0 hp
1DT661, Programmeringens hantverk, Software Craftsmanship, 7.5 hp
2AD524, Programmeringsmetodik DV1, Methods of Programming DV1, 9.0 hp
1DL122, Programmeringsmetodik DV2, Methods of programming DV2, 7.5 hp
1DL005, Programmeringsmetodik DV2, Methods of Programming DV2, 7.5 hp
2AD513, Programmeringsmetodik DV2, Methods of Programming DV2, 6.0 hp
1TD460, Programmeringsteknik EI1, Programming and Computers EI1, 7.5 hp
1TD753, Programmeringsteknik I, Computer Programming I, 6.0 hp
1TD433, Programmeringsteknik I, Computer Programming I, 5.0 hp
1TD770, Programmeringsteknik II, Programming Techniques II, 6.0 hp
1TD722, Programmeringsteknik II, Computer Programming II, 5.0 hp
1TD772, Programmeringsteknik II, Programming Techniques II, 7.5 hp
1TD430, Programmeringsteknik MN1, Computer Programming MN1, 7.5 hp
1TD720, Programmeringsteknik MN2, Computer Programming MN2, 7.5 hp
1TD432, Programmeringsteknik NV1, Computer Programming NV1, 7.5 hp
1TD721, Programmeringsteknik NV2, Computer Programming NV2, 7.5 hp
1TD431, Programmeringsteknik med Java, Programming with Java, 4.5 hp
1TD760, Programmeringsteknik och numerisk analys, Computer Programming and Numerical Analysis, 12.0 hp
1DT648, Programmeringsteori, Programming Theory, 7.5 hp
1DT034, Programmeringsteori, Programming Theory, 10.0 hp
1DT007, Programmeringsteori, Programming Theory, 10.0 hp
1DT153, Programmeringsteori DV1, Programming Theory DV1, 6.0 hp
1DL540, Programspråksabstraktioner för parallellprogrammering, Language Abstractions for Concurrent and Parallel Programming, 10.0 hp
2AD530, Programvaruarkitektur DV1, Software Architecture, 7.5 hp
1TD204, Programvaruarkitektur med Java, Software Architecture with Java, 5.0 hp
1TD203, Programvaruarkitektur med Java NV1, Software Architecture with Java NV1, 7.5 hp
1TD202, Programvaruarkitektur med Java NV1, Software Architecture with Java NV1, 7.5 hp
2AD507, Programvarukonstruktion I, Software Development I, 15.0 hp
2AD508, Programvarukonstruktion II, Software Development II, 15.0 hp
1DT649, Programvarumetodik, Software Engineering, 4.5 hp
1TT892, Programvarumetodik, Software Engineering, 3.0 hp
1DT656, Programvarumetodik, Software Engineering, 4.5 hp
1DL102, Programvarusystem projekt DV1, Software Syste Project, 22.5 hp
2AD517, Programvaruteknik, Software Engineering, 7.5 hp
1DL250, Programvaruteknik, Software Engineering, 5.0 hp
1DL004, Programvaruteknik, Software Engineering, 7.5 hp
2AD064, Programvaruteknik DV1, Software Engineering DV1, 6.0 hp
1DL260, Programvaruteknik II - värdestyrd programvaruteknik, Software Engineering II: Value-Based Software Engineering, 5.0 hp
1DT160, Projekt DV, Project DV, 22.5 hp
1DT011, Projekt DV, Project CS, 22.5 hp
1DT054, Projekt DV, Project CS, 30.0 hp
1DT062, Projekt DV, Project CS, 30.0 hp
1IT170, Projekt IT, Project IT, 30.0 hp
1DT065, Projekt IT, Project IT, 30.0 hp
1DT021, Projekt IT, Project IT, 30.0 hp
1TD316, Projekt i beräkningsteknik, Project in Scientific Computing, 15.0 hp
1DT104, Projekt i datorsystem, Project in Computer Systems, 15.0 hp
1MD015, Projekt i människa-datorinteraktion, Project in Human-Computer Interaction, 15.0 hp
1RT915, Projekt i systemteknik, Project in Systems and Control, 15.0 hp
1TD307, Projekt i tillämpad beräkningsvetenskap, Project in Computational Science, 15.0 hp
1TD309, Projekt i tillämpad beräkningsvetenskap, Project in Computational Science, 15.0 hp
1DT035, Projektarbete i datavetenskap, Project Work in Computer Science, 7.5 hp
1DT078, Projektarbete i datavetenskap, Project in Computer Science, 5.0 hp
1DT079, Projektarbete i datavetenskap, Project in Computer Science, 10.0 hp
1DT662, Projektarbete i datavetenskap NV1, Project Work in Computer Science NV1, 7.5 hp
1DT036, Projektarbete i informationsteknologi, Project Work in Information Technology, 7.5 hp
1DT663, Projektarbete i informationsteknologi, Project Work in Information Technology, 7.5 hp
1DT081, Projektarbete i informationsteknologi, Project in Computer and Information Engineering, 5.0 hp
1DT088, Projektarbete i informationsteknologi, Project in Computer and Information Engineering, 10.0 hp
1DT647, Reaktiva system, Reactive Systems, 7.5 hp
1DT154, Reaktiva system DV1, Reactive Systems DV1, 6.0 hp
1TT842, Realtidsprogrammering, Real Time Programming, 4.5 hp
1DT004, Realtidssystem, Real Time Systems, 10.0 hp
1DT705, Realtidssystem, Real Time Systems, 7.5 hp
1DT147, Realtidssystem DV1, Real Time Systems DV1, 6.0 hp
1DT828, Realtidssystem EI1, Real Time Systems EI1, 7.5 hp
1DT063, Realtidssystem I, Real Time Systems I, 5.0 hp
1DT008, Realtidssystem MN1, Real Time Systems MN1, 7.5 hp
1DT643, Realtidssystem MN1, Real Time Systems MN1, 7.5 hp
1TT491, Reglerteknik, Automatic Control, 6.0 hp
1MB290, Reglerteknik, Automatic Control, 4.5 hp
1TV231, Reglerteknik, Automatic Control, 4.5 hp
1RT491, Reglerteknik, Automatic Control, 6.0 hp
1RT490, Reglerteknik I, Automatic Control I, 5.0 hp
1RT495, Reglerteknik II, Automatic Control II, 5.0 hp
1RT496, Reglerteknik III, Automatic Control III, 5.0 hp
1TT492, Reglerteknisk design, Control Design, 6.0 hp
1DL107, Rekursion, duplicering och reproducering, Recursion, Replication and Reproduction, 7.5 hp
1DT060, Robocup, Robocup, 7.5 hp
1TT496, Samplade reglersystem, Sampled Control Systems, 6.0 hp
1RT120, Samplade reglersystem MN1, Sampled Control Systems MN1, 7.5 hp
1TD314, Scriptprogrammering, Script Programming, 7.5 hp
1DL310, Semantik för programmeringsspråk, Semantics of Programming Languages, 5.0 hp
1DL311, Semantik för programmeringsspråk, Semantics of Programming Languages, 5.0 hp
2AD516, Semantik och principer för programmeringsspråk, Semantics and Principles of Programming Languages, 7.5 hp
2AD514, Semantik och principer för programmeringsspråk DV1, Semantics and Principles of Programming Languages DV1, 6.0 hp
1TG020, Simulering och operationsanalys, Simulation and Operations Research, 4.5 hp
1TV271, Simulering och systemanalys, Simulation and System Engineering, 4.5 hp
1RT141, Simulering och systemanalys MN1, Simulation and System engineering, 7.5 hp
1RT310, Simulering och visualisering av människans rörelser, Human Simulation and Visualization, 7.5 hp
1DT350, Självständigt arbete i informationsteknologi, Independent Project in Information Engineering, 15.0 hp
1DL931, Självständigt arbete inom system i teknik och samhälle - IT-system, Independent Project in Sociotechnical Systems Engineering - IT Systems, 15.0 hp
1TD319, Skriptprogrammering, Script Programming, 7.5 hp
1RT606, Spektral signalbehandling, Spectral Processing of Signals, 6.0 hp
1RT605, Spektral signalbehandling, Spectral Processing of Signals, 5.0 hp
1TT606, Spektralanalys, Spectral Analysis, 6.0 hp
1RT200, Spektralanalys MN1, Spectral Analysis MN1, 7.5 hp
1DL032, Statistisk maskininlärning, Statistical Machine Learning, 10.0 hp
1RT700, Statistisk maskininlärning, Statistical Machine Learning, 5.0 hp
1TD267, Stora datamängder inom vetenskapliga tillämpningar, Large Datasets for Scientific Applications, 5.0 hp
1TD268, Stora datamängder inom vetenskapliga tillämpningar, Large Datasets for Scientific Applications, 5.0 hp
1DL410, Storskalig programmering, Large Scale Programming, 10.0 hp
1DT672, Strategisk hantering av företagssystem, Strategic Enterprise Systems Management, 7.5 hp
1TS001, System i teknik och samhälle: Introduktion, Systems in Technology and Society: Introduction, 7.5 hp
1RT316, System- och operationsanalys, Systems Analysis and Operations Research, 5.0 hp
1TS180, Systemanalys, Systems Analysis, 7.5 hp
1MB470, Systemanalys, modellering och simulering, Systems Analysis, Modelling and Simulation, 4.5 hp
1RT885, Systemidentifiering, System Identification, 5.0 hp
1TT875, Systemidentifiering, System Identification, 6.0 hp
1RT880, Systemidentifiering, System Identification, 10.0 hp
1RT875, Systemidentifiering, System Identification, 6.0 hp
1RT190, Systemidentifiering MN1, System Identification, 7.5 hp
1DL120, Systemutveckling, Systems Engineering, 7.5 hp
1DT658, Säkra datorsystem, Secure Computer Systems, 7.5 hp
1DT009, Säkra datorsystem, Secure Computer Systems, 7.5 hp
1DT072, Säkra datorsystem I, Secure Computer Systems I, 5.0 hp
1DT073, Säkra datorsystem II, Secure Computer Systems II, 5.0 hp
1TD302, Teknisk databehandling DV1, Introduction to Scientific Computing, 15.0 hp
1TD061, Teknisk orientering, Technology in Society, 3.0 hp
1TV041, Teknisk orientering åk 1, Technology in Society Year 1, 3.0 hp
1TT075, Teknisk orientering, introduktionskurs till datoranvändning, Technology in Society, Introduction to Computers, 2.3 hp
1TD301, Teknisk-vetenskaplig databehandling MN1, Scientific Computing MN1, 15.0 hp
1TD304, Teknisk-vetenskapliga datorberäkningar NV1, Scientific Computing, advanced course, 15.0 hp
1TD701, Tekniska beräkningar BMI1, Numerical Methods for Engineers BMI1, 6.0 hp
1TD700, Tekniska beräkningar EI1, Scientific Calculations EI1, 6.0 hp
1TD306, Tekniska beräkningar med MATLAB, Scientific Computing with MATLAB, 7.5 hp
1TD305, Tekniska beräkningar och matematisk programvara TDB1, Computing and Scientific Software for Engineers, 7.5 hp
1TT470, Tekniskt-vetenskapliga datorberäkningar, Scientific Computing, Advanced Course, 15.0 hp
1DT650, Teori för datorsystem, Theoretical Foundations of Computer Systems, 15.0 hp
1TT861, Teori för datorsystem, Theoretical Foundations for Computer Systems, 9.0 hp
1DT053, Testmetodik, Test Methodology, 5.0 hp
1DL570, Testning av parallell programvara, Testing Concurrent and Parallel Software, 5.0 hp
1DL600, Testning och underhållsprogrammering, Software Testing and Maintenance, 10.0 hp
1IT180, Tillförlitliga system, Reliable Systems, 4.5 hp
1DT637, Tillförlitliga system MN1, Reliable Systems MN1, 7.5 hp
1TD246, Tillämpad beräkningsvetenskap, Applied Scientific Computing, 6.0 hp
1TD248, Tillämpad beräkningsvetenskap, Applied Scientific Computing, 5.0 hp
1TD247, Tillämpad beräkningsvetenskap NV1, Applied Scientific Computing NV1, 7.5 hp
1TD560, Tillämpad linjär algebra DV1, Applied Linear Algebra DV1, 6.0 hp
1RT242, Tillämpad systemanalys, Applied Systems Analysis, 5.0 hp
1TD056, Tillämpade finita elementmetoder, Applied Finite Element Methods, 5.0 hp
1DT103, Trådlös kommunikation och inbyggda system, Wireless Communication and Networked Embedded Systems, 10.0 hp
1DT095, Trådlös kommunikation och inbyggda system, Wireless Communication and Networked Embedded Systems, 5.0 hp
1DT077, Trådlös kommunikation och inbyggda system, Wireless Communication and Networked Embedded Systems, 10.0 hp
1MD023, Universell design och utvärdering, Universal Design and Evaluation, 10.0 hp
1MD027, Universell design och utvärdering, Universal Design and Evaluation, 15.0 hp
1TS192, Uppsats STS, Thesis Project STS, 15.0 hp
1TS191, Uppsatsförberedande fördjupningskurs, Theory and Method, 7.5 hp
1DT002, Uppsatsmetodik, Technical Writing and Presentation Techniques, 5.0 hp
1RT400, Vattenreningsteknik, WastewaterTreatment, 7.5 hp
1TV360, Vattenreningsteknik, Waste Water Treatment, 3.0 hp
1RT410, Vattenreningsteknik, Wastewater Treatment, 7.5 hp
1TV361, Vattenreningsteknik, Wastewater treatment, 4.5 hp
1DT019, Verifieringsteknik, Verification Methods, 7.5 hp
1TD389, Vetenskaplig visualisering, Scientific Visualisation, 5.0 hp
1TD376, Vetenskaplig visualisering HPB, Scientific Visualisation, 7.5 hp
1DL449, Villkorsmodellering för kombinatorisk optimering, Constraint Modelling for Combinatorial Optimisation, 5.0 hp
1DL440, Villkorsprogrammering, Constraint Programming, 10.0 hp
1DL023, Villkorsteknik för lösning av kombinatoriska problem, Constraint Technology for Solving Combinatorial Problems, 7.5 hp
1DL118, Villkorsteknik för lösning av kombinatoriska problem, Constraint Technology for Solving Combinatorial Problems, 7.5 hp
1MD019, Visualisering, Visualisation, 15.0 hp
1DT055, Webbplatskonstruktion, Website Construction, 7.5 hp
1TS150, Återkopplade system och reglerteknik, Feedback and automatic control, 7.5 hp
1TD303, Öppen fördjupningskurs i beräkningsvetenskap, Advanced course on topics in Scientific Computing, 7.5 hp
1TD318, Öppen fördjupningskurs i beräkningsvetenskap, Advanced Course on Topics in Scientific Computing, 7.5 hp
1TD322, Öppen fördjupningskurs i beräkningsvetenskap I, Advanced Course on Topics in Scientific Computing I, 5.0 hp
1TD326, Öppen fördjupningskurs i beräkningsvetenskap II, Advanced Course on Topics in Scientific Computing II, 10.0 hp
1DT100, Öppen fördjupningskurs i inbyggda system, Advanced Course on Topics in Embedded Systems, 5.0 hp
1DT101, Öppen fördjupningskurs i inbyggda system, Advanced Course on Topics in Embedded Systems, 10.0 hp
1RT005, Öppen fördjupningskurs i systemteknik, Advanced Course on Topics in Systems and Control, 5.0 hp
1RT006, Öppen fördjupningskurs i systemteknik, Advanced Course on Topics in Systems and Control, 10.0 hp
